fecha,jornada,equipo_local,equipo_visitante
,16,Red Bull Bragantino,Palmeiras
,17,Athletico Paranaense,Botafogo
,17,Chapecoense,Bahia
,17,Corinthians,Atlético Mineiro
,17,Coritiba,Vitória
,17,Cruzeiro,Vasco da Gama
,17,Flamengo,São Paulo
,17,Fluminense,Santos
,17,Grêmio,Remo
,17,Internacional,Red Bull Bragantino
,17,Mirassol,Palmeiras
,18,Bahia,Athletico Paranaense
,18,Atlético Mineiro,Botafogo
,18,Vitória,Chapecoense
,18,Vasco da Gama,Corinthians
,18,São Paulo,Coritiba
,18,Santos,Cruzeiro
,18,Remo,Flamengo
,18,Red Bull Bragantino,Fluminense
,18,Palmeiras,Grêmio
,18,Mirassol,Internacional
,19,Athletico Paranaense,Atlético Mineiro
,19,Bahia,Vitória
,19,Botafogo,Vasco da Gama
,19,Chapecoense,São Paulo
,19,Corinthians,Santos
,19,Coritiba,Remo
,19,Cruzeiro,Red Bull Bragantino
,19,Flamengo,Palmeiras
,19,Fluminense,Mirassol
,19,Grêmio,Internacional
,20,Vitória,Athletico Paranaense
,20,Vasco da Gama,Atlético Mineiro
,20,São Paulo,Bahia
,20,Santos,Botafogo
,20,Remo,Chapecoense
,20,Red Bull Bragantino,Corinthians
,20,Palmeiras,Coritiba
,20,Mirassol,Cruzeiro
,20,Internacional,Flamengo
,20,Grêmio,Fluminense
,21,Athletico Paranaense,Vasco da Gama
,21,Vitória,São Paulo
,21,Atlético Mineiro,Santos
,21,Bahia,Remo
,21,Botafogo,Red Bull Bragantino
,21,Chapecoense,Palmeiras
,21,Corinthians,Mirassol
,21,Coritiba,Internacional
,21,Cruzeiro,Grêmio
,21,Flamengo,Fluminense
,22,São Paulo,Athletico Paranaense
,22,Santos,Vasco da Gama
,22,Remo,Vitória
,22,Red Bull Bragantino,Atlético Mineiro
,22,Palmeiras,Bahia
,22,Mirassol,Botafogo
,22,Internacional,Chapecoense
,22,Grêmio,Corinthians
,22,Fluminense,Coritiba
,22,Flamengo,Cruzeiro
,23,Athletico Paranaense,Santos
,23,São Paulo,Remo
,23,Vasco da Gama,Red Bull Bragantino
,23,Vitória,Palmeiras
,23,Atlético Mineiro,Mirassol
,23,Bahia,Internacional
,23,Botafogo,Grêmio
,23,Chapecoense,Fluminense
,23,Corinthians,Flamengo
,23,Coritiba,Cruzeiro
,24,Remo,Athletico Paranaense
,24,Red Bull Bragantino,Santos
,24,Palmeiras,São Paulo
,24,Mirassol,Vasco da Gama
,24,Internacional,Vitória
,24,Grêmio,Atlético Mineiro
,24,Fluminense,Bahia
,24,Flamengo,Botafogo
,24,Cruzeiro,Chapecoense
,24,Coritiba,Corinthians
,25,Athletico Paranaense,Red Bull Bragantino
,25,Remo,Palmeiras
,25,Santos,Mirassol
,25,São Paulo,Internacional
,25,Vasco da Gama,Grêmio
,25,Vitória,Fluminense
,25,Atlético Mineiro,Flamengo
,25,Bahia,Cruzeiro
,25,Botafogo,Coritiba
,25,Chapecoense,Corinthians
,26,Palmeiras,Athletico Paranaense
,26,Mirassol,Red Bull Bragantino
,26,Internacional,Remo
,26,Grêmio,Santos
,26,Fluminense,São Paulo
,26,Flamengo,Vasco da Gama
,26,Cruzeiro,Vitória
,26,Coritiba,Atlético Mineiro
,26,Corinthians,Bahia
,26,Chapecoense,Botafogo
,27,Athletico Paranaense,Mirassol
,27,Palmeiras,Internacional
,27,Red Bull Bragantino,Grêmio
,27,Remo,Fluminense
,27,Santos,Flamengo
,27,São Paulo,Cruzeiro
,27,Vasco da Gama,Coritiba
,27,Vitória,Corinthians
,27,Atlético Mineiro,Chapecoense
,27,Bahia,Botafogo
,28,Internacional,Athletico Paranaense
,28,Grêmio,Mirassol
,28,Fluminense,Palmeiras
,28,Flamengo,Red Bull Bragantino
,28,Cruzeiro,Remo
,28,Coritiba,Santos
,28,Corinthians,São Paulo
,28,Chapecoense,Vasco da Gama
,28,Botafogo,Vitória
,28,Bahia,Atlético Mineiro
,29,Athletico Paranaense,Grêmio
,29,Internacional,Fluminense
,29,Mirassol,Flamengo
,29,Palmeiras,Cruzeiro
,29,Red Bull Bragantino,Coritiba
,29,Remo,Corinthians
,29,Santos,Chapecoense
,29,São Paulo,Botafogo
,29,Vasco da Gama,Bahia
,29,Vitória,Atlético Mineiro
,30,Fluminense,Athletico Paranaense
,30,Flamengo,Grêmio
,30,Cruzeiro,Internacional
,30,Coritiba,Mirassol
,30,Corinthians,Palmeiras
,30,Chapecoense,Red Bull Bragantino
,30,Botafogo,Remo
,30,Bahia,Santos
,30,Atlético Mineiro,São Paulo
,30,Vitória,Vasco da Gama
,31,Athletico Paranaense,Flamengo
,31,Fluminense,Cruzeiro
,31,Grêmio,Coritiba
,31,Internacional,Corinthians
,31,Mirassol,Chapecoense
,31,Palmeiras,Botafogo
,31,Red Bull Bragantino,Bahia
,31,Remo,Atlético Mineiro
,31,Santos,Vitória
,31,São Paulo,Vasco da Gama
,32,Cruzeiro,Athletico Paranaense
,32,Coritiba,Flamengo
,32,Corinthians,Fluminense
,32,Chapecoense,Grêmio
,32,Botafogo,Internacional
,32,Bahia,Mirassol
,32,Atlético Mineiro,Palmeiras
,32,Vitória,Red Bull Bragantino
,32,Vasco da Gama,Remo
,32,São Paulo,Santos
,33,Athletico Paranaense,Coritiba
,33,Cruzeiro,Corinthians
,33,Flamengo,Chapecoense
,33,Fluminense,Botafogo
,33,Grêmio,Bahia
,33,Internacional,Atlético Mineiro
,33,Mirassol,Vitória
,33,Palmeiras,Vasco da Gama
,33,Red Bull Bragantino,São Paulo
,33,Remo,Santos
,34,Corinthians,Athletico Paranaense
,34,Chapecoense,Coritiba
,34,Botafogo,Cruzeiro
,34,Bahia,Flamengo
,34,Atlético Mineiro,Fluminense
,34,Vitória,Grêmio
,34,Vasco da Gama,Internacional
,34,São Paulo,Mirassol
,34,Santos,Palmeiras
,34,Remo,Red Bull Bragantino
,35,Athletico Paranaense,Chapecoense
,35,Corinthians,Botafogo
,35,Coritiba,Bahia
,35,Cruzeiro,Atlético Mineiro
,35,Flamengo,Vitória
,35,Fluminense,Vasco da Gama
,35,Grêmio,São Paulo
,35,Internacional,Santos
,35,Mirassol,Remo
,35,Palmeiras,Red Bull Bragantino
,36,Botafogo,Athletico Paranaense
,36,Bahia,Chapecoense
,36,Atlético Mineiro,Corinthians
,36,Vitória,Coritiba
,36,Vasco da Gama,Cruzeiro
,36,São Paulo,Flamengo
,36,Santos,Fluminense
,36,Remo,Grêmio
,36,Red Bull Bragantino,Internacional
,36,Palmeiras,Mirassol
,37,Athletico Paranaense,Bahia
,37,Botafogo,Atlético Mineiro
,37,Chapecoense,Vitória
,37,Corinthians,Vasco da Gama
,37,Coritiba,São Paulo
,37,Cruzeiro,Santos
,37,Flamengo,Remo
,37,Fluminense,Red Bull Bragantino
,37,Grêmio,Palmeiras
,37,Internacional,Mirassol
,38,Atlético Mineiro,Athletico Paranaense
,38,Vitória,Bahia
,38,Vasco da Gama,Botafogo
,38,São Paulo,Chapecoense
,38,Santos,Corinthians
,38,Remo,Coritiba
,38,Red Bull Bragantino,Cruzeiro
,38,Palmeiras,Flamengo
,38,Mirassol,Fluminense
,38,Internacional,Grêmio
