fecha,jornada,equipo_local,equipo_visitante
,21,Universidad Católica,Guayaquil City
,21,Barcelona,Emelec
,21,Delfín,Deportivo Cuenca
,22,Libertad,Aucas
,22,Leones,Macará
,22,LDU Quito,Manta
,22,Independiente del Valle,Mushuc Runa
,22,Guayaquil City,Orense
,22,Emelec,Técnico Universitario
,22,Deportivo Cuenca,Universidad Católica
,22,Delfín,Barcelona
,23,Aucas,Leones
,23,Libertad,LDU Quito
,23,Macará,Independiente del Valle
,23,Manta,Guayaquil City
,23,Mushuc Runa,Emelec
,23,Orense,Deportivo Cuenca
,23,Técnico Universitario,Delfín
,23,Universidad Católica,Barcelona
,24,LDU Quito,Aucas
,24,Independiente del Valle,Leones
,24,Guayaquil City,Libertad
,24,Emelec,Macará
,24,Deportivo Cuenca,Manta
,24,Delfín,Mushuc Runa
,24,Barcelona,Orense
,24,Universidad Católica,Técnico Universitario
,25,Aucas,Independiente del Valle
,25,LDU Quito,Guayaquil City
,25,Leones,Emelec
,25,Libertad,Deportivo Cuenca
,25,Macará,Delfín
,25,Manta,Barcelona
,25,Mushuc Runa,Universidad Católica
,25,Orense,Técnico Universitario
,26,Guayaquil City,Aucas
,26,Emelec,Independiente del Valle
,26,Deportivo Cuenca,LDU Quito
,26,Delfín,Leones
,26,Barcelona,Libertad
,26,Universidad Católica,Macará
,26,Técnico Universitario,Manta
,26,Orense,Mushuc Runa
,27,Aucas,Emelec
,27,Guayaquil City,Deportivo Cuenca
,27,Independiente del Valle,Delfín
,27,LDU Quito,Barcelona
,27,Leones,Universidad Católica
,27,Libertad,Técnico Universitario
,27,Macará,Orense
,27,Manta,Mushuc Runa
,28,Deportivo Cuenca,Aucas
,28,Delfín,Emelec
,28,Barcelona,Guayaquil City
,28,Universidad Católica,Independiente del Valle
,28,Técnico Universitario,LDU Quito
,28,Orense,Leones
,28,Mushuc Runa,Libertad
,28,Manta,Macará
,29,Aucas,Delfín
,29,Deportivo Cuenca,Barcelona
,29,Emelec,Universidad Católica
,29,Guayaquil City,Técnico Universitario
,29,Independiente del Valle,Orense
,29,LDU Quito,Mushuc Runa
,29,Leones,Manta
,29,Libertad,Macará
,30,Barcelona,Aucas
,30,Universidad Católica,Delfín
,30,Técnico Universitario,Deportivo Cuenca
,30,Orense,Emelec
,30,Mushuc Runa,Guayaquil City
,30,Manta,Independiente del Valle
,30,Macará,LDU Quito
,30,Libertad,Leones
