fecha,jornada,equipo_local,equipo_visitante,goles_local,goles_visitante
,13,Atlético Mineiro,Flamengo,0,4
,13,Fluminense,Chapecoense,2,1
,14,Botafogo,Remo,1,2
,14,Vitória,Coritiba,4,1
,14,Palmeiras,Santos,1,1
,14,Athletico Paranaense,Grêmio,0,0
,14,Cruzeiro,Atlético Mineiro,1,3
,14,São Paulo,Bahia,2,2
,14,Flamengo,Vasco da Gama,2,2
,14,Chapecoense,Red Bull Bragantino,1,2
,14,Internacional,Fluminense,2,0
,14,Mirassol,Corinthians,2,1
,15,Coritiba,Internacional,2,2
,15,Fluminense,Vitória,2,2
,15,Bahia,Cruzeiro,1,2
,15,Atlético Mineiro,Botafogo,1,1
,15,Remo,Palmeiras,1,1
,15,Mirassol,Chapecoense,1,1
,15,Corinthians,São Paulo,3,2
,15,Santos,Red Bull Bragantino,2,0
,15,Grêmio,Flamengo,0,1
,15,Vasco da Gama,Athletico Paranaense,1,0
,16,Internacional,Vasco da Gama,4,1
,16,Atlético Mineiro,Mirassol,3,1
,16,Fluminense,São Paulo,2,1
,16,Palmeiras,Cruzeiro,1,1
,16,Santos,Coritiba,0,3
,16,Bahia,Grêmio,1,1
,16,Botafogo,Corinthians,3,1
,16,Chapecoense,Remo,2,3
,16,Red Bull Bragantino,Vitória,2,0
,16,Athletico Paranaense,Flamengo,1,1
,17,Vitória,Internacional,2,0
,17,São Paulo,Botafogo,1,1
,17,Grêmio,Santos,3,2
,17,Mirassol,Fluminense,1,0
,17,Flamengo,Palmeiras,0,3
,17,Remo,Athletico Paranaense,1,2
,17,Cruzeiro,Chapecoense,2,1
,17,Corinthians,Atlético Mineiro,1,0
,17,Vasco da Gama,Red Bull Bragantino,0,3
,17,Coritiba,Bahia,3,2
,18,Cruzeiro,Fluminense,1,1
,18,Remo,São Paulo,1,0
,18,Flamengo,Coritiba,3,0
,18,Athletico Paranaense,Mirassol,1,0
,18,Bahia,Botafogo,2,1
,18,Grêmio,Corinthians,1,3
,18,Santos,Vitória,3,1
,18,Red Bull Bragantino,Internacional,3,1
,18,Palmeiras,Chapecoense,1,0
,18,Vasco da Gama,Atlético Mineiro,0,1
,21,Chapecoense,Vasco da Gama,,
,21,Atlético Mineiro,Red Bull Bragantino,,
,21,São Paulo,Santos,,
,21,Botafogo,Grêmio,,
